Id,Name,SKU,content,"Short Description",sku,category,"Gallery Image","Product Image",Download,Image,print-position-1,kop-fran,tariff-stat-nr,standardfarg,tryckyta,logo,material,kapacitet,vikt,dimensioner,certifikat,"price option 50","price option 100","price option 250","price option 500","price option 1000","price option 2500","price option 5000",print-position-2,order-from,tariff-stat-no,color,print-surface,weight,dimensions,certificate,ovrigt,bestall-fran,tryck-storlek,storlek,accessories,version,tariff-stat-nn,input,output,solar-laddning,packaging,capacity,print-position-3,own-design,farg,sizes
193,"Slimpad Plastic",10109,,"Supertunn musmatta och laptop-skin i en och samma produkt. Fäst enkelt mattan på locket av din laptop när du inte använder den. Självhäftande klister på baksidan för bra vidhäftning. Efter en tids användning - skölj baksidan i vatten och den blir som ny igen.",10109,Musmattor/Gaming,"https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9d55ca67.jpg,https://www.usb.nu/wp-content/uploads/2019/06/005173.jpg,https://www.usb.nu/wp-content/uploads/2019/06/005173_3.jpg,https://www.usb.nu/wp-content/uploads/2019/06/005173_SLIMpad_SQUARE1_SPEEDtop00-Normal.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Slim-Pad-Plastic-HI-2.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9d55ca67.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/10109-Slimpad-Plastic_Pic.zip"" target=""_blank"" rel=""noopener"">10109 Slimpad Plastic_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Slimpad-Plastic-Rectangle-240x200mm.pdf"" target=""_blank"" rel=""noopener"">Slimpad Plastic Rectangle 240x200mm</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/005187_OVAL_SLIMpad.pdf"" target=""_blank"" rel=""noopener"">005187_OVAL_SLIMpad</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/005188_QUADRA_SLIMpad.pdf"" target=""_blank"" rel=""noopener"">005188_QUADRA_SLIMpad</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/005189_CIRCLE1_SLIMpad.pdf"" target=""_blank"" rel=""noopener"">005189_CIRCLE1_SLIMpad</a>",,730-sv,"250 st",3926909755,Transparent,"Anpassad med utfallande tryck","Fullfärgstryck CMYK",Plast,-,26g,"240x200mm (rektangulär) 240x200mm (oval) 200x200mm (kvadrat) 200mm (rund) Tjocklek 0,4mm",Reach,0,0,52,39,35,29,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
194,"Samsung Security cover",13558,,"Stöttåligt TPU skal med hård baksida och extra förstärkta hörn. Dom förhöjda hörnen skyddar även skärmen när telefonen ligger upp och ner. Skalet är mjukt och spricker ej vid stötar eller fall. Mycket bra passform och säker greppkänsla.

Vi har skal till de vanligaste och allra senaste modellerna på marknaden, är ni osäker kontakta oss.",13558,"Mobilskal,Säkerhet","https://www.usb.nu/wp-content/uploads/2019/06/Samsung-S10-Security-cover-2.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Samsung-S10-Security-cover-3.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Samsung-S10-Security-cover-4.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Samsung-S10-Security-cover-5.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Samsung-S10-Security-cover-6.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Samsung-S10-Security-cover-1.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Samsung-S20-Security-cover-4.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Samsung-S20-Security-cover-5.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Samsung-S20-Security-cover-1.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Samsung-S20-Security-cover-2.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Samsung-S20-Security-cover-3.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9ccad690.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Samsung-S10-Security-cover_13558_Pics.zip"" target=""_blank"" rel=""noopener"">Samsung S10 Security cover_13558_Pics</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Samsung-Galaxy-A40-Security_13558_Sim.pdf"" target=""_blank"" rel=""noopener"">Samsung Galaxy A40 Security_13558_Sim</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13558-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">13558 Declaration of conformity</a>",,715-sv,"50 st",3926909790,Transparent,5x105mm,"Screen, fullfärgstryck",TPU,-,20g,"De vanligaste och allra senaste modellerna.",Reach,51,32,27,24,22,19.50,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
195,"Samsung Anti-Gravity cover",13557,,"Unikt skal med crystal epoxy teknologi. Placera mobilen på speglar, fönster, metall, whiteboard, köksskåp och många andra släta ytor. Skalet har hård baksida och kraftig kant vilket skyddar telefonen mot stötar. Mycket bra passform och saker greppkänsla.

Vi har skal till de vanligaste och allra senaste modellerna på marknaden, är ni osäker kontakta oss.",13557,Mobilskal,"https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9c94d6db.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9c9ef4c5.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9ca9d884.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9cb2f0dc.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9cbbe6cb.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9c8ef6b1.jpg,"<a href=""http://www.usb.nu/wp-content/uploads/2019/06/Samsung-Anti-Gravity-Cover-Pictures-1.zip"">Samsung Anti-Gravity Cover Pictures</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/13557-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">13557 Declaration of conformity</a>

&nbsp;",,715-sv,"1000 st",3926909790,Transparent,20x50mm,Screen,"TPU, PC",-,30g,"De vanligaste och allra senaste modellerna.",Reach,0,61,58,55.5,54,49,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
196,"iPhone cover",10201,,"Hårt kvalitetsskal för iPhone-telefoner. Screentryck upp till 4 färger eller välj tillägget Fullfärg för digitaltryck ända ut i kanten. Komplettera gärna med en gummerad coating för lyxigare känsla.  Minst antal för gummerad yta är 1000st. Finns även som mjukare TPU-skal.

Vi har skal till de vanligaste och allra senaste modellerna på marknaden, är ni osäker kontakta oss.",10201,Mobilskal,"https://www.usb.nu/wp-content/uploads/2019/06/10201_iPhone-Cover-11-pro.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b792498c3.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b791afec0.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b7903d257.jpg,https://www.usb.nu/wp-content/uploads/2019/06/iPhone-Cover-Plastic-HI-1-NEW.jpg,https://www.usb.nu/wp-content/uploads/2019/06/10201_iPhoneX-scaled.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b78f9df33.jpg,"&nbsp;

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/iPhone-7-Cover-Simulation-20161012.pdf"" target=""_blank"" rel=""noopener"">iPhone 7 Cover Simulation 20161012</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/iPhone-8-Cover-Simulation-20171012.pdf"" target=""_blank"" rel=""noopener"">iPhone 8 Cover Simulation 20171012</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/iPhone-X-Cover-Simulation-20171128.pdf"" target=""_blank"" rel=""noopener"">iPhone X Cover Simulation 20171128</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/10201-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">10201 Declaration of conformity</a>",,"715-sv,211-11m-sv,211-11-3m-sv,211-11-4m-sv,204-18-sv","100 st",3926909790,"Svart, minst antal att beställa är 100st per modell/design.
Vit, minst antal att beställa  är 200st per modell/design"," 64x136mm (8) 73x154mm (8+) 65x137mm (X) 73x145mm (11)","Screen, fullfärg",Polykarbonat,-,15g,"Alla senaste modeller",Reach,0,24,23,22,20,19,16,-,-,-,-,-,-,-,-,-,-,-,-,216-17-sv,-,-,-,-,-,-,-,-,-,-,-
197,"Promotion Gift Set",13547,,"Bygg ditt eget Exclisiva kit innehållande tex egen design powerbank, USB minne i egen form och en multi laddkabel. Allt paketerat i snygg presentbox med tryck efter egen design. Släpp alla gränser på färg och form. Bygg ditt eget kitt med det innehåll du vill ha. Finns inga begränsningar mer än att mottagaren lär uppskatta detta kitt enormt.",13547,"Laddare/Sladdar,Egen design","https://www.usb.nu/wp-content/uploads/2019/06/15bb7b927207d3.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b927b5876.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9285c8e8.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b928e9af4.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9298989b.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9268aca0.jpg,"<a href=""http://www.usb.nu/wp-content/uploads/2019/06/Promotion-Gift-Set-Pictures.zip"">Promotion Gift Set Pictures</a>

&nbsp;

&nbsp;",,-,"100 st",-,Valfritt,Valfritt,Valfritt,"Silikon, PVC",Valfritt,"Beroende på design",Valfritt,"CE, Rohs, EMC",0,335.5,307,291.5,279,268,257.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,412-sv,-,-,-,-,-
198,"Charging Station 8 2600mAh",13522,,"Charging Station passar perfekt till kontoret, offentliga miljöer eller varför inte i hotellobbyn? Laddningsstation med 8 individuella batterier på vardera 2600mAh. Varje batteri har en individuell LED batteriindikator samt inbyggd Type C- och Apple Lightning kabel. Laddningen av batterierna startar när laddarna placeras i stationens batterifack. Samtliga laddare har överladdningsskydd som skyddar både laddare och enheten som ska laddas.",13522,Laddare/Sladdar,"https://www.usb.nu/wp-content/uploads/2019/06/15bb7b83327e4d.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b833c5101.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b8345ce3e.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Charging-Station-HI-9.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Charging-station-special-3-scaled.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Charging-station-special-1-1-scaled.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Charging-station-special-2-1-scaled.jpg",https://www.usb.nu/wp-content/uploads/2019/06/Charging-station-special-2-1-scaled.jpg,"<a href=""http://www.usb.nu/wp-content/uploads/2019/06/Charging-Station-Pictures-2.zip"" target=""_blank"" rel=""noopener"">Charging Station Pictures</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Charging-Station-Simulation-20151216.pdf"" target=""_blank"" rel=""noopener"">Charging Station Simulation 20151216</a>",,715-sv,"100 st",8507600065,"Vit, Svart","30x75mm Hållaren 14x95mm Laddaren",Screen,ABS,"8x2600mAh, Input: 5V/1,5A , Output: 5V/2,1A",1500g,"103x43x22mm Laddaren 275x83x42 Hållaren","CE, Rohs, EMC",0,1875,1732,1627.50,1542,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
199,"Laptop Sleeve",10154,,"Skydda din dator med Laptop Sleeve. Dessa kan profileras med både fram- och baksidestryck mot offert. Fodralen kan tryckas med 100% utfallande tryck mot tillägg. Tillverkade i neoprene med dragkedja. Finns i storlekar passande 13""-15,4"", 17"" mot tillägg. Kan även förses med handtag i olika utföranden eller andra detaljer. Kontakta oss för specialdesign.",10154,"Laptop-tillbehör,Hemma/Kontor","https://www.usb.nu/wp-content/uploads/2019/06/Laptop-Sleeve_10154_5.jpg,https://www.usb.nu/wp-content/uploads/2019/06/10154_Laptop-Sleeve_2-scaled.jpg,https://www.usb.nu/wp-content/uploads/2019/06/2S4A3547_AO-scaled.jpg,https://www.usb.nu/wp-content/uploads/2019/06/DSC_8045-1-scaled.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Laptop-Sleeve-HI-30.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Laptop-Sleeve-HI-70.jpg,https://www.usb.nu/wp-content/uploads/2019/06/2S4A3533_AO-scaled.jpg",https://www.usb.nu/wp-content/uploads/2019/06/10154_Laptop-Sleeve_1-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Laptop-Sleeve_10154_Pic-1.zip"" target=""_blank"" rel=""noopener"">Laptop Sleeve_10154_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Laptop-Sleeve-14-SIM.pdf"">Laptop Sleeve 14 SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Laptop-Sleeve-13-SIM.pdf"">Laptop Sleeve 13 SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Laptop-Sleeve-17-SIM.pdf"">Laptop Sleeve 17 SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Laptop-Sleeve-15.4-with-handles-and-holder_SIM.pdf"">Laptop Sleeve 15.4 with handles and holder_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Laptop-Sleeve-15.4-SIM.pdf"">Laptop Sleeve 15.4 SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Laptop-Sleeve-14-with-handles-and-holder_SIM.pdf"">Laptop Sleeve 14 with handles and holder_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/10154-Declaration-of-conformity-1.pdf"" target=""_blank"" rel=""noopener"">10154 Declaration of conformity</a>

&nbsp;",,730-sv,"100 st",4202990090,"Vit eller svart botten","Utfallande tryck på framsida","Screen, fullfärgstryck",Neoprene,-,155g,"8""-15,4"" (17"" mot tillägg)","Reach, RoHS",0,149,128,99,94,84,80,731-sv,-,-,-,-,-,-,-,-,-,-,-,handtag,-,-,-,-,-,-,-,-,-,-,-
200,"Own Design Powerbank 5000mAh",700,,"Designa din helt egna Powerbank. Designa Powerbanken som din bil, båt, maskin eller som en glass eller en burk eller bara ett ord! Kommer garanterat vara en snackis hos mottagaren. Finns inga begränsningar bara otroliga möjligheter att sticka ut.

Samtliga våra laddare har skydd mot överladdning, urladdning, kortslutning samt överspänning vilket skyddar både laddare samt enheten som laddas.

<strong> Alla designer är individuellt prissatta.</strong>",700,"Laddare/Sladdar,Egen design","https://www.usb.nu/wp-content/uploads/2019/06/700_Own-design-PB_1.jpg,https://www.usb.nu/wp-content/uploads/2019/06/700_Own-design-PB_2.jpg,https://www.usb.nu/wp-content/uploads/2019/06/700_Own-design-PB_3.jpg,https://www.usb.nu/wp-content/uploads/2019/06/700_Own-design-PB_10.jpg,https://www.usb.nu/wp-content/uploads/2019/06/700_Own-design-PB_5-scaled.jpg,https://www.usb.nu/wp-content/uploads/2019/06/700_Own-design-PB_6.jpg,https://www.usb.nu/wp-content/uploads/2019/06/700_Own-design-PB_11-scaled.jpg,https://www.usb.nu/wp-content/uploads/2019/06/700_Own-design-PB_12-scaled.jpg,https://www.usb.nu/wp-content/uploads/2019/06/700_Own-design-PB_13.jpg,https://www.usb.nu/wp-content/uploads/2019/06/700_Own-design-PB_15.jpg,https://www.usb.nu/wp-content/uploads/2019/06/700_Own-design-PB_16.jpg,https://www.usb.nu/wp-content/uploads/2019/06/700_Own-design-PB_17.jpg,https://www.usb.nu/wp-content/uploads/2019/06/700_Own-design-PB_18.jpg,https://www.usb.nu/wp-content/uploads/2019/06/700_Own-design-PB_19-scaled.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Own-design_Production_1.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Own-design_Production_6.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Own-design_Production_5.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Own-design_Production_3.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Own-design_Production_2.jpg,https://www.usb.nu/wp-content/uploads/2019/06/Own-design_Production_7.jpg",https://www.usb.nu/wp-content/uploads/2019/06/700_Own-design-PB_7-1-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/700_Own-design-PB_PIC.zip"" target=""_blank"" rel=""noopener"">700_Own design PB_PIC</a>

&nbsp;",,-,"100 st",-,-,Custom,Custom,"Mjuk PVC",Custom,Custom,Custom,"CE, Rohs, EMC",,189,179,,,,,-,-,8507600090,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,own-design-2,Custom,-
201,"Mousepad Plastic",10190,,"Musmatta i slitstark plast med ergonomiskt svetsade kanter. En fantastisk reklamprodukt med stor tryckyta. Undersidans antiglidmaterial gör musmattan stabil mot underlaget. Anpassad för optisk datamus. Godkänd enligt EU-märkning för barnsäker plast. Nu ytterligare förbättrat ytskikt för bättre precision (speed-top 0,3 mm).",10190,Musmattor/Gaming,"https://www.usb.nu/wp-content/uploads/2019/06/15bb7b99d8065b.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b99e152f7.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b99ea83c1.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b99f9834d.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9a03f160.jpg",https://www.usb.nu/wp-content/uploads/2019/06/15bb7b99ceafdd.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Mousepad-Plastic-Pictures.zip"" target=""_blank"" rel=""noopener"">Mousepad Plastic Pictures</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Mousepad-Plastic-Circle-200mm.pdf"" target=""_blank"" rel=""noopener"">Mousepad Plastic Circle 200mm</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Mousepad-Plastic-Oval-240x200mm.pdf"" target=""_blank"" rel=""noopener"">Mousepad Plastic Oval 240x200mm</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Mousepad-Plastic-Rectangle-240x200mm-1.pdf"" target=""_blank"" rel=""noopener"">Mousepad Plastic Rectangle 240x200mm</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Mousepad-Plastic-Square-200x200mm.pdf"" target=""_blank"" rel=""noopener"">Mousepad Plastic Square 200x200mm</a>

&nbsp;",,730-sv,"250 st",3926909755,"Svart baksida","Anpassad med utfallande tryck","Fullfärgstryck CMYK",Plast,-,50g,"240x200mm (rektangulär) 240x200mm (oval) 200x200mm (kvadrat) 200mm (rund) Tjocklek 1,5mm",Reach,0,0,46,35,28,20,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
202,"Mousepad Textile Small",10205,,"Våra musmattor tillverkade med en baksida av naturgummi ger en maximal kontaktyta mot ditt skrivbord och gör att du aldrig tappar fästet. Vår ultratäta fiberduk är specifikt framtagen för träffsäkerhet på pixelnivå. Tillsammans med mattans höga och täta textilkvalitet glider musen lätt och oförhindrat med en naturlig känsla över musmattan. Optimerad för alla typer av sensorer.

Vi använder FSC sublimeringspapper, färgerna är vattenbaserade och OEKO-TEX Certifierade. Produceras in-house i Malmö.

Under 50st begär pris.",10205,"Musmattor/Gaming,Hemma/Kontor","https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9a22ac9e.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9a2dc0f5.jpg,https://www.usb.nu/wp-content/uploads/2019/06/2S4A3399_AO-scaled.jpg,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9a3ec349.jpg",https://www.usb.nu/wp-content/uploads/2019/06/Mousepad-Textile-07_10205_SWE-2.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Mousepad-Textile_Pic.zip"" target=""_blank"" rel=""noopener"">Mousepad Textile_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/00000-Mousepad_Textile_215x180mm-SIM.pdf"" target=""_blank"" rel=""noopener"">00000 Mousepad_Textile_215x180mm-SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/00000-Mousepad_Textile_215x180mm-MATTA.pdf"" target=""_blank"" rel=""noopener"">00000 Mousepad_Textile_215x180mm-MATTA</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/10205-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">10205 Declaration of conformity</a>",,730-sv,"50 st",4016999790,"Benvit textil, svart gummibotten","Fullfärgstryck CMYK",Anpassad,Naturgummi/textil,-,60g,215x180x3mm,Reach,"44,95",28,22,18,17,13,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
203,"Deskpad Plastic",10194,,"Uppmärksammad budbärare med stor reklamyta. Mattan ar av slitstark plast med ergonomiskt svetsade kanter. Antiglid på undersidan far underlägget att ligga fast mot underlaget. Godkänd enligt EU-märkning for barnsaker plast. Avser 297x210mm. övriga storlekar mot tillägg 330x240mm, 400x280mm, 420x297mm.",10194,Musmattor/Gaming,,https://www.usb.nu/wp-content/uploads/2019/06/15bb7b9d45373e.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Deskpad-Plastic-Pictures.zip"" target=""_blank"" rel=""noopener"">Deskpad Plastic Pictures</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Deskpad-Plastic-330x240mm.pdf"" target=""_blank"" rel=""noopener"">Deskpad Plastic 330x240mm</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Deskpad-Plastic-400x280mm.pdf"" target=""_blank"" rel=""noopener"">Deskpad Plastic 400x280mm</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Deskpad-Plastic-420x297mm.pdf"" target=""_blank"" rel=""noopener"">Deskpad Plastic 420x297mm</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/Deskpad-Plastic-297x210mm.pdf"" target=""_blank"" rel=""noopener"">Deskpad Plastic 297x210mm</a>",,730-sv," 250 st",3926909755,"Svart bas",Anpassad,"CMYK Fullfärgstryck",Plast,-,70g,"297x210mm, 330x240mm,
400x280mm, 420x297mm",Reach,0,0,74,58,41,32,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"330x240mm-3,400x280mm-3,420x297mm-3,210x297mm-2"
204,"iPhone Soft TPU Cover",10202,,"Lätt och smidigt iPhone-skal i TPU. Ett kvalitetsskal med mjuka kanter men med något hårdare baksida. I priset ingår det Fullfärg för digitaltryck ända ut i kanten.

Vi har skal till de vanligaste och allra senaste modellerna på marknaden, är ni osäker kontakta oss.",10202,Mobilskal,"https://www.usb.nu/wp-content/uploads/2019/06/10202_iPhone-soft-TPU-cover_Black-Matt-scaled.jpg,https://www.usb.nu/wp-content/uploads/2019/06/10202_iPhone-soft-TPU-cover-solid-white-scaled.jpg,https://www.usb.nu/wp-content/uploads/2019/06/iPhone-7-TPU-Cover-HI-4-1.jpg,https://www.usb.nu/wp-content/uploads/2019/06/white-scaled.jpg,https://www.usb.nu/wp-content/uploads/2019/06/black-scaled.jpg,https://www.usb.nu/wp-content/uploads/2019/06/TPU-iPhone12_2-1-scaled.jpg",https://www.usb.nu/wp-content/uploads/2019/06/10202_iPhone-soft-TPU-cover_1-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2019/06/10202_iPhone-soft-TPU-cover_PIC.zip"">10202_iPhone soft TPU cover_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/iPhone-12-mini-TPU-Cover_10202_SIM.pdf"">iPhone 12 mini TPU Cover_10202_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/iPhone-12-12-Pro-TPU-Cover_10202_SIM.pdf"">iPhone 12-12 Pro TPU Cover_10202_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/iPhone-12Pro-Max-TPU-Cover_10202_SIM.pdf"">iPhone 12Pro Max TPU Cover_10202_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/iPhone-13-TPU-Cover_10202_SIM.pdf"">iPhone 13 TPU Cover_10202_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/iPhone-13-Pro-TPU-Cover_10202_SIM.pdf"">iPhone 13 Pro TPU Cover_10202_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2019/06/10202-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">10202 Declaration of conformity</a>

&nbsp;",,730-sv,"100 st",3926909790,"Solid matt vit eller svart, och övriga färger vid förfrågan",-,Fullfärg,TPU,-,21g,"Alla senaste modeller",Reach,39,29,28,27,26,25,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
