Id,Name,SKU,content,"Short Description",sku,category,"Gallery Image","Product Image",Download,Image,print-position-1,color,kop-fran,tariff-stat-nr,standardfarg,tryckyta,logo,material,vikt,dimensioner,certifikat,"price option 50","price option 100","price option 250","price option 500","price option 1000","price option 2500","price option 5000",order-from,tariff-stat-no,print-surface,weight,dimensions,certificate,capacity,kapacitet,packaging,other,ovrigt,buy-from,standard-colour,imprint-surface,dimension,certificat,version,print-position-2,accessories,dimensionsr,print-area,dimensiones,colour,solar-charger,input,output,solar-laddning,printing-surface,tariff-statno,print-position-3,own-design,farg,sizes
98,"6in1 Fast charge cable PD 100W",15010,,"If you want to charge fast, this is the cable for you. Full 5A that supports 100W PD fast charging. 1.2m long. The cable is made of braided nylon which makes it extra durable! This fast charging cable can charge multiple devices quickly at the same time! All our cables are equipped with cable break protection.",15010,Chargers/Cables,"https://elvirainfotech.live/usb/wp-content/uploads/2021/12/100W-cable_15010_3.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/100W-cable_15010_1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/100W-cable_15010_5.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2021/12/100W-cable_15010_2.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/01/100W-cable_15010_Pics.zip"" target=""_blank"" rel=""noopener"">100W cable_15010_Pics</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15010_6in1-Fast-charge-cable-PD-100W_SIM.pdf"" target=""_blank"" rel=""noopener"">15010_6in1 Fast charge cable PD 100W_SIM</a>",,725,Black,-,-,-,-,"Laser engraving",Textile/aluminium,-,-,-,0,119,114,107,101,98,91,"100 pcs",8544429090,15x15mm,58g,"1,2m","Rohs,Emc","100W PD charging",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
99,"6in1 Fast charge cable PD 100W",15010,,"Vill du ladda snabbt så är detta kabeln för dig. Hela 5A som har stöd för 100W PD snabbladdning. 1,2m lång. Kabeln är i flätad nylon som gör den extra slitstark! Denna snabbladdande kabel kan ladda fler enheter snabbt samtidigt! Alla våra kablar är utrustade med kabelbrottsskydd.",15010,Laddare/Sladdar,"https://elvirainfotech.live/usb/wp-content/uploads/2021/12/100W-cable_15010_3.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/100W-cable_15010_1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/100W-cable_15010_5.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2021/12/100W-cable_15010_2.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/01/100W-cable_15010_Pics.zip"" target=""_blank"" rel=""noopener"">100W cable_15010_Pics</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15010_6in1-Fast-charge-cable-PD-100W_SIM.pdf"" target=""_blank"" rel=""noopener"">15010_6in1 Fast charge cable PD 100W_SIM</a>",,725-sv,-,"100 st",8544429090,Svart,15x15mm,Lasergravyr,Textil/aluminium,58g,"1,2m","Rohs,Emc",125,119,114,107,101,98,91,-,-,-,-,-,-,-,"100W PD charging",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100,"LED Qi 15W Magsafe Bamboo charger",15040,,"A strong environmentally friendly Bamboo wireless iPhone Magsafe charger of 15W with a strong magnet that makes it fit well against your iPhone 12 or later mobile models. The logo is displayed nicely in LED and stands out in the crowd and makes it a perfect gift.",15040,"Chargers/Cables,ECO Products","https://elvirainfotech.live/usb/wp-content/uploads/2022/01/Magsafe-charger-Bamboo_15040_1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/Magsafe-charger-Bamboo_15040_3-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/Magsafe-charger-Bamboo_15040_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/Magsafe-charger-Bamboo_15040_4-scaled.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2022/01/Magsafe-charger-Bamboo_15040_1b.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/01/Magsafe-charger-Bamboo_15040.zip"" target=""_blank"" rel=""noopener"">Magsafe charger Bamboo_15040</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15040_LED-QI-Magsafe-charger-Bamboo_SIM.pdf"" target=""_blank"" rel=""noopener"">15040_LED QI Magsafe charger Bamboo_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15040-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">15040 Declaration of Conformity</a>",,725,Bamboo,-,-,-,-,LED,Bamboo,-,-,-,,146,136,129,117,0,0,100pcs,8504409090,35x35mm,44g,-,"Rohs,Emc",15W,-,-,-,-,-,-,-,-,-,-,-,-,"63,5×2,7mm",-,-,-,-,-,-,-,-,-,-,-,-,-
101,"LED Qi 15W Magsafe Bamboo charger",15040,,"En stark miljövänlig Bambu trådlös iPhone Magsafe laddare på hela 15W med en stark magnet som gör att den sitter bra mot din iPhone 12 eller senare mobil/ modeller. Logon visas snyggt i LED och sticker ut i mängden och gör den till en perfekt gåva.",15040,"ECO Produkter,Laddare/Sladdar","https://elvirainfotech.live/usb/wp-content/uploads/2022/01/Magsafe-charger-Bamboo_15040_1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/Magsafe-charger-Bamboo_15040_3-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/Magsafe-charger-Bamboo_15040_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/Magsafe-charger-Bamboo_15040_4-scaled.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2022/01/Magsafe-charger-Bamboo_15040_1b.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/01/Magsafe-charger-Bamboo_15040.zip"" target=""_blank"" rel=""noopener"">Magsafe charger Bamboo_15040</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15040_LED-QI-Magsafe-charger-Bamboo_SIM.pdf"" target=""_blank"" rel=""noopener"">15040_LED QI Magsafe charger Bamboo_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15040-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">15040 Declaration of Conformity</a>",,725-sv,-,"100 st",8504409090,Bambu,35x35mm,LED,Bambu,44g,"63,5x2,7mm","Rohs,Emc",,146,136,129,117,98,93,-,-,-,-,-,-,-,15W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
102,"Thermometer BBQ PRO Wireless",16030,,"Clever BBQ thermometer that helps you achieve perfection without having to monitor the grill! Set the final temperature via the app and let the thermometer do the rest. Over 10 meters range. When the meat is ready, you will receive a message via the app where you can also receive updates during cooking. The wireless thermometer works great on the grill or in the oven, connect it easily with Bluetooth. Store the thermometer in the smart case which is also the charging station for your thermometer. No extra batteries needed, everything is built in for easy use over and over again!

&nbsp;

<a href=""https://www.usb.nu/product/barbecue-thermometer-smart/?lang=en"" rel=""noopener"">Thermometer To Grill Bluetooth</a>

<a href=""https://www.usb.nu/product/grillfolder/?lang=en"">Thermometer Grill folder</a>",16030,Accessories,"https://elvirainfotech.live/usb/wp-content/uploads/2022/01/16030_Thermometer-Smart-BBQ-Wireless-PRO_3.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/16030_Thermometer-Smart-BBQ-Wireless-PRO_sticka.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/Details-of-probes-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/Single-probes.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/6167954973a848805.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/61679549738834920-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/6167954973c247543.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/20210824175757_83866.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/20210824175929_20989.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/Single-probes.png,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/20210824175645_52942.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2022/01/16030_Thermometer-Smart-BBQ-Wireless-PRO_2b-1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/01/16030_Thermometer-Smart-BBQ-Wireless-PRO_Pic.zip"" target=""_blank"" rel=""noopener"">16030_Thermometer Smart BBQ Wireless PRO_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/16030_Thermometer-BBQ-PRO-Wireless_SIM-2.pdf"" target=""_blank"" rel=""noopener"">16030_Thermometer BBQ PRO Wireless_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/16030_Thermometer-Smart-Wireless-BBQ-PRO_Manual-1.pdf"" target=""_blank"" rel=""noopener"">16030_Thermometer Smart Wireless BBQ PRO_Manual</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/16030_Thermometer-Smart-Wireless-BBQ-PRO_Info.pdf"" target=""_blank"" rel=""noopener"">16030_Thermometer Smart Wireless BBQ PRO_Info</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/16030-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">16030 Declaration of Conformity</a>

&nbsp;",,725,Black/silver,-,-,-,-,"Laser engraving on case","Plastic/304 Stainless/wood",-,-,-,523,506,497,489,476,461,454,"5 pcs",9025190090,"40x11 mm",104g,"172x32x20mm (case)","Rohs, Emc",-,-,-,-,-,-,-,-,-,-,Bluetooth,-,01,-,-,-,-,-,-,-,-,-,-,-,-,-,-
103,"Thermometer BBQ PRO Wireless",16030,,"Smart grilltermometer som hjälper dig uppnå perfektion utan att behöva övervaka grillen! Hela 10 meters räckvidd Ställ in slutlig temperatur via appen och låt termometern sköta resten. När köttet är klart får du ett meddelande via appen där du även kan få uppdateringar under tillagningen. Den trådlösa termometern fungerar utmärkt i grillen eller ugnen, anslut den enkelt med Bluetooth. Förvara termometern i det smarta höljet som även är uppladdningsstationen för din termometer. Inga extra batterier behövs, allt är inbyggt för en smidig användning om och om igen!

&nbsp;

<a href=""https://www.usb.nu/produkt/barbecue-thermometer-smart/"" rel=""noopener"">Thermometer To Grill Bluetooth</a>

<a href=""https://www.usb.nu/produkt/grillfolder/"">Thermometer Grill folder</a>",16030,Övrigt,"https://elvirainfotech.live/usb/wp-content/uploads/2022/01/16030_Thermometer-Smart-BBQ-Wireless-PRO_3.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/16030_Thermometer-Smart-BBQ-Wireless-PRO_sticka.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/Details-of-probes-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/Single-probes.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/6167954973a848805.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/61679549738834920-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/6167954973c247543.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/20210824175757_83866.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/20210824175929_20989.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/Single-probes.png,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/20210824175645_52942.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2022/01/16030_Thermometer-Smart-BBQ-Wireless-PRO_2b-1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/01/16030_Thermometer-Smart-BBQ-Wireless-PRO_Pic.zip"" target=""_blank"" rel=""noopener"">16030_Thermometer Smart BBQ Wireless PRO_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/16030_Thermometer-BBQ-PRO-Wireless_SIM-2.pdf"" target=""_blank"" rel=""noopener"">16030_Thermometer BBQ PRO Wireless_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/16030_Thermometer-Smart-Wireless-BBQ-PRO_Manual-1.pdf"" target=""_blank"" rel=""noopener"">16030_Thermometer Smart Wireless BBQ PRO_Manual</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/16030_Thermometer-Smart-Wireless-BBQ-PRO_Info.pdf"" target=""_blank"" rel=""noopener"">16030_Thermometer Smart Wireless BBQ PRO_Info</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/16030-Declaration-of-Conformity.pdf"" target=""_blank"" rel=""noopener"">16030 Declaration of Conformity</a>

&nbsp;",,725-sv,-,"5 st",9025190090,Svart/silver,"40x11 mm","Lasergravyr på ask","Plast/304 Rostfritt/bamboo",104g,"172x32x20mm (hölje)","Rohs, Emc",529,519,509,502,485,473,465,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bluetooth,-,01-2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
104,"Qi 15W Magsafe Powerbank 5000mAh",15020,,"With smart built-in magnets you can easily attach this Magsafe Powerbank to your iPhone 12 or later. It is a strong and compact charger of 5000mAh and 15W Qi charging. The precisely placed magnets attach to your iPhone perfectly and provides a reliable charge. Charging is automatic, so you do not have to start or end it. The magnet does not affect your credit or debit card.",15020,Chargers/Cables,"https://elvirainfotech.live/usb/wp-content/uploads/2022/01/15020_QI-15W-Magnetic-Wireless-Powerbank_06-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15020_Magsafe-powerbank_6.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/15020_QI-15W-Magnetic-Wireless-Powerbank_03b-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15020_Magsafe-powerbank_3.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15020_Magsafe-powerbank_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/15020_QI-15W-Magnetic-Wireless-Power-Bank_04.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/15020_Magsafe-powerbank_5-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/15020_QI-15W-Magnetic-Wireless-Powerbank_08-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15020_Magsafe-powerbank_1.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2022/01/15020_QI-15W-Magnetic-Wireless-Powerbank_07-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15020_QI-Magsafe-powerbank_PIC.zip"" target=""_blank"" rel=""noopener"">15020_QI Magsafe powerbank_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15020_QI-Magsafe-powerbank-15W_5000mAh_SIM.pdf"" target=""_blank"" rel=""noopener"">15020_QI Magsafe powerbank 15W_5000mAh_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15020_QI-Magsafe-Powerbank-15W-5000mAh_Manual.pdf"" target=""_blank"" rel=""noopener"">15020_QI Magsafe Powerbank 15W 5000mAh_Manual</a>",,"715,203-11m,211-11-3m,211-11-4m,214-14m",Black,-,-,-,-,Screen,ABS,-,-,-,,229,220,213,0,0,0,"100 pcs",8507600065,20x14mm,133g,100x65x16mm,"Rohs, Emc",15W/5000mAh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
105,"Qi 15W Magsafe Powerbank 5000mAh",15020,,"Med smarta, inbyggda magneter fäster du enkelt denna Magsafe Powerbank till din iPhone 12 eller senare. Det är en stark och kompakt laddare på hela 5000mAh och 15W laddkraft. De exakt placerade magneterna fäster på din iPhone perfekt och ger en tillförlitlig trådlös laddning. Laddningen sker automatiskt, så du behöver inte starta eller avsluta den. Magneten påverkar inte dina kredit eller bankkort.",15020,Laddare/Sladdar,"https://elvirainfotech.live/usb/wp-content/uploads/2022/01/15020_QI-15W-Magnetic-Wireless-Powerbank_06-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15020_Magsafe-powerbank_6.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/15020_QI-15W-Magnetic-Wireless-Powerbank_03b-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15020_Magsafe-powerbank_3.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15020_Magsafe-powerbank_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/15020_QI-15W-Magnetic-Wireless-Power-Bank_04.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/15020_Magsafe-powerbank_5-1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2022/01/15020_QI-15W-Magnetic-Wireless-Powerbank_08-scaled.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15020_Magsafe-powerbank_1.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2022/01/15020_QI-15W-Magnetic-Wireless-Powerbank_07-scaled.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15020_QI-Magsafe-powerbank_PIC.zip"" target=""_blank"" rel=""noopener"">15020_QI Magsafe powerbank_PIC</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15020_QI-Magsafe-powerbank-15W_5000mAh_SIM.pdf"" target=""_blank"" rel=""noopener"">15020_QI Magsafe powerbank 15W_5000mAh_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15020_QI-Magsafe-Powerbank-15W-5000mAh_Manual.pdf"" target=""_blank"" rel=""noopener"">15020_QI Magsafe Powerbank 15W 5000mAh_Manual</a>",,"715-sv,203-11m-sv,211-11-3m-sv,211-11-4m-sv,214-14m-sv",-,"100 st",8507600065,Svart,20x14mm,Screen,ABS,133g,100x65x16,"Rohs,Emc",,229,220,213,177,168,159,-,-,-,-,-,-,-,15W/5000mAh,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
106,"Qi 15W Magsafe Car charger",15030,,"Stylish and fast Magsafe charger of 15W for your car. Stylish and modern design. Place your iPhone 12 or later against the charger and the magnet will attach directly to your iPhone. The charging starts immediately. Designed for a smart placement of your mobile while driving. No cables for the mobile. Just attach the phone and it starts charging!",15030,"Mobile Accessories,News","https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15030_Magsafe-QI-Car-Charger_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15030_Magsafe-QI-Car-Charger_5.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15030_Magsafe-QI-Car-Charger_6.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15030_Magsafe-QI-Car-Charger_7.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15030_Magsafe-QI-Car-Charger_8.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15030_Magsafe-QI-Car-Charger_10.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15030_Magsafe-QI-Car-Charger_13.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15030_Magsafe-QI-Car-Charger_14.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15030_Magsafe-QI-Car-Charger_1.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15030_Magsafe-QI-Car-Charger_11.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2021/12/15030_Magsafe-QI-Car-Charger_7.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15030_Magsafe-QI-Car-Charger_Pic.zip"" target=""_blank"" rel=""noopener"">15030_Magsafe QI Car Charger_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15030_QI-Magsafe-Car-charger_SIM.pdf"" target=""_blank"" rel=""noopener"">15030_QI Magsafe Car charger_SIM</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15030-QI-Car-charger-magnet_Manual.pdf"" target=""_blank"" rel=""noopener"">15030 QI Car charger magnet_Manual</a>",,"715,203-11m,211-11-3m,211-11-4m,214-14m",Black,-,-,-,-,Screen,ABS/Aluminium,-,-,-,,210,202,195,0,0,0,"100 pcs",8504409090,35x35mm,75g,72x57mm,"Rohs,Emc",15W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
107,"Magsafe PU Card holder stand",15090,,"Smart card holder with magnetic function for iPhones Magsafe phones. Only attach directly to the phone as this pocket has built-in magnets. Magsafe PU card holder has a hidden compartment for your credit card. The Magsafe PU card holder also has a smart stand function.

Super easy to fold up to a vertical position of 60 ° which is designed to fit 90% of the mobile phone's use, if you would rather have it in landscape mode, just turn the phone.

The thin design, only 5 mm thick, allows you to easily have it sitting on the phone without getting in the way.

If you do not have a Magsafe phone, no problem, we have the same type of pocket that is then attached with a sticker back. See PU card holder for more information.",15090,"Mobile Accessories","https://elvirainfotech.live/usb/wp-content/uploads/2021/12/Magsafe-PU-Card-Holder-with-tripod-function_15090_2.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/13-Magsafe-PU-Card-Holder-with-tripod-function_15090_5.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/13-Magsafe-PU-Card-Holder-with-tripod-function_15090_6.jpg,https://elvirainfotech.live/usb/wp-content/uploads/2021/12/13-Magsafe-PU-Card-Holder-with-tripod-function_15090_7.jpg",https://elvirainfotech.live/usb/wp-content/uploads/2021/12/13-Magsafe-PU-Card-Holder-with-tripod-function_15090_1.jpg,"<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15090_Magsafe-PU-Card-Holder-with-tripod-function_Pic.zip"" target=""_blank"" rel=""noopener"">15090_Magsafe PU Card Holder with tripod function_Pic</a>

<a href=""https://www.usb.nu/wp-content/uploads/2022/01/15090_Magsafe-PU-Card-holder-stand_SIM.pdf"" target=""_blank"" rel=""noopener"">15090_Magsafe PU Card holder stand_SIM</a>",,765,"Black, green, red, brown",-,-,-,-,Engraving,"PU leather",-,-,-,,62,57,46,43,41,37.50,"100 pcs",4202310090,-,40g,-,Reach,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40x12mm,100x65mm,-,-,-,-,-,-,-,-,-,-,-
